user_id,watch_time_hours,avg_session_duration_mins,sessions_per_week,completion_rate,top_genre,genre_list,days_since_last_watch,weekend_activity_ratio
USR-00651,66.75,159.55,2.8,0.981,Drama,Drama|Thriller,7,0.67
USR-00652,5.66,27.9,3.5,0.156,Thriller,Thriller|Sci-Fi,29,0.48
USR-00653,55.83,118.16,13.1,0.968,Horror,Horror,14,0.42
USR-00654,70.4,151.66,5.2,0.96,Sci-Fi,Sci-Fi|Comedy,28,0.23
USR-00655,66.1,49.1,6.9,0.65,Sci-Fi,Sci-Fi|Documentary|Comedy|Romance,17,0.65
USR-00656,92.36,115.45,4.3,0.996,Thriller,Thriller|Action,10,0.46
USR-00657,51.38,69.6,9.4,0.732,Reality,Reality|Sci-Fi,19,0.62
USR-00658,63.17,62.37,6.9,0.483,Comedy,Comedy|Action,29,0.71
USR-00659,33.76,41.05,6.7,0.45,Reality,Reality|Horror|Thriller,6,0.7
USR-00660,42.41,22.67,7.5,0.692,Action,Action|Sci-Fi|Reality|Comedy,10,0.23
USR-00661,46.52,146.47,2.8,0.987,Sci-Fi,Sci-Fi|Drama,12,0.8
USR-00662,135.77,50.17,8.9,0.609,Documentary,Documentary|Comedy,5,0.7
USR-00663,157.01,99.26,8.4,0.937,Thriller,Thriller,17,0.61
USR-00664,27.27,67.92,6.9,0.338,Thriller,Thriller|Romance|Reality,27,0.48
USR-00665,17.31,1.23,2.5,0.224,Action,Action,15,0.45
USR-00666,7.5,19.29,1.0,0.323,Documentary,Documentary,8,0.39
USR-00667,76.43,171.6,2.8,0.978,Comedy,Comedy|Thriller,9,0.43
USR-00668,32.06,76.65,2.9,0.26,Action,Action|Sci-Fi|Animation|Romance,18,0.78
USR-00669,21.79,25.83,7.0,0.665,Action,Action|Documentary,1,0.45
USR-00670,146.82,96.24,8.5,0.897,Sci-Fi,Sci-Fi|Thriller|Action,6,0.61
USR-00671,40.07,69.21,8.1,0.26,Documentary,Documentary|Romance|Comedy,21,0.75
USR-00672,115.04,83.16,3.6,0.743,Drama,Drama|Action,29,0.49
USR-00673,12.55,3.29,0.5,0.586,Drama,Drama|Comedy,27,0.8
USR-00674,73.28,60.06,5.3,0.77,Romance,Romance|Animation|Drama|Reality,23,0.65
USR-00675,48.11,14.83,4.8,0.924,Documentary,Documentary|Comedy|Thriller,8,0.5
USR-00676,60.06,117.09,4.7,0.512,Thriller,Thriller|Sci-Fi,12,0.35
USR-00677,20.97,66.56,6.2,0.633,Horror,Horror|Romance|Animation|Action,4,0.4
USR-00678,166.65,69.42,10.9,0.871,Reality,Reality|Thriller|Comedy,23,0.56
USR-00679,47.78,76.97,6.9,0.678,Animation,Animation|Comedy,16,0.35
USR-00680,192.22,118.56,15.5,0.96,Action,Action,10,0.62
USR-00681,136.84,114.66,8.5,0.815,Sci-Fi,Sci-Fi|Animation,21,0.71
USR-00682,110.24,71.2,13.4,0.609,Romance,Romance|Documentary|Reality,18,0.56
USR-00683,51.43,60.76,4.7,0.828,Drama,Drama|Sci-Fi,18,0.54
USR-00684,7.85,9.26,1.5,0.254,Sci-Fi,Sci-Fi|Thriller,3,0.76
USR-00685,50.16,36.35,4.8,0.621,Horror,Horror|Thriller|Sci-Fi|Documentary,27,0.34
USR-00686,38.3,44.29,8.9,0.661,Romance,Romance|Drama|Horror,22,0.37
USR-00687,77.65,166.34,4.8,0.989,Comedy,Comedy|Action,18,0.57
USR-00688,12.07,19.3,1.2,0.396,Documentary,Documentary,19,0.23
USR-00689,44.51,53.93,7.9,0.71,Animation,Animation|Romance,0,0.67
USR-00690,43.45,29.86,2.3,0.896,Horror,Horror|Sci-Fi|Action,4,0.58
USR-00691,84.96,152.87,3.8,0.74,Drama,Drama|Action,6,0.25
USR-00692,101.27,115.63,9.8,0.746,Reality,Reality|Comedy|Thriller,27,0.49
USR-00693,42.91,48.05,5.0,0.822,Drama,Drama|Sci-Fi,5,0.6
USR-00694,100.98,197.11,3.2,0.79,Comedy,Comedy|Sci-Fi,19,0.63
USR-00695,15.52,25.48,6.0,0.633,Comedy,Comedy|Action|Romance,25,0.54
USR-00696,11.28,10.4,1.7,0.563,Comedy,Comedy,8,0.67
USR-00697,44.31,35.08,7.7,0.501,Sci-Fi,Sci-Fi|Documentary|Reality,16,0.37
USR-00698,9.83,22.08,1.1,0.356,Horror,Horror,11,0.53
USR-00699,46.81,74.62,1.6,0.576,Documentary,Documentary|Action,4,0.32
USR-00700,138.41,52.42,14.3,0.846,Comedy,Comedy|Animation,29,0.57
USR-00701,54.45,55.1,4.1,0.366,Comedy,Comedy|Reality,16,0.65
USR-00702,162.49,61.77,19.1,0.823,Documentary,Documentary,4,0.74
USR-00703,73.65,183.11,3.8,0.947,Sci-Fi,Sci-Fi|Thriller,18,0.79
USR-00704,18.33,66.18,6.3,0.526,Sci-Fi,Sci-Fi|Documentary,5,0.63
USR-00705,20.47,28.2,6.7,0.765,Reality,Reality|Romance|Animation|Thriller,25,0.58
USR-00706,9.35,18.46,1.6,0.134,Comedy,Comedy|Action,16,0.58
USR-00707,7.34,14.29,2.6,0.059,Comedy,Comedy|Animation,14,0.56
USR-00708,47.35,36.76,4.4,0.535,Action,Action|Documentary|Drama,4,0.21
USR-00709,28.24,47.46,5.6,0.583,Documentary,Documentary|Horror|Romance,13,0.69
USR-00710,72.35,154.38,3.0,0.874,Thriller,Thriller|Action,2,0.29
USR-00711,7.16,49.59,1.3,0.025,Reality,Reality|Animation,25,0.4
USR-00712,9.05,17.4,2.2,0.478,Comedy,Comedy|Sci-Fi,6,0.41
USR-00713,90.8,158.2,4.1,0.961,Sci-Fi,Sci-Fi|Action,17,0.5
USR-00714,8.46,46.79,0.5,0.395,Action,Action|Comedy,13,0.21
USR-00715,168.69,73.06,14.7,0.93,Drama,Drama|Romance|Horror,0,0.77
USR-00716,51.2,36.2,3.0,0.818,Horror,Horror|Documentary|Romance,18,0.38
USR-00717,95.2,83.48,11.3,0.629,Documentary,Documentary,7,0.47
USR-00718,5.63,10.29,1.6,0.18,Documentary,Documentary,11,0.42
USR-00719,84.3,147.01,2.6,0.93,Sci-Fi,Sci-Fi|Thriller,27,0.72
USR-00720,36.53,32.62,4.2,0.426,Sci-Fi,Sci-Fi|Romance,3,0.54
USR-00721,39.77,69.45,6.8,0.442,Action,Action|Reality|Thriller,13,0.31
USR-00722,70.48,103.07,8.9,0.896,Comedy,Comedy,10,0.27
USR-00723,95.56,142.06,3.4,0.871,Action,Action|Thriller,12,0.69
USR-00724,131.11,66.63,14.2,0.808,Animation,Animation|Documentary,0,0.64
USR-00725,152.14,68.79,5.9,0.52,Documentary,Documentary|Horror,21,0.43
USR-00726,153.2,96.23,8.8,0.92,Comedy,Comedy,19,0.51
USR-00727,123.0,81.94,10.3,0.717,Romance,Romance|Horror,7,0.74
USR-00728,24.61,48.49,2.9,0.545,Animation,Animation|Sci-Fi|Documentary|Drama,22,0.38
USR-00729,33.52,35.59,6.0,0.426,Documentary,Documentary|Horror|Action,13,0.26
USR-00730,85.53,38.01,5.2,0.713,Animation,Animation|Reality|Drama|Documentary,6,0.43
USR-00731,82.36,84.84,5.7,0.778,Romance,Romance,24,0.37
USR-00732,148.68,103.46,13.9,0.759,Drama,Drama,26,0.61
USR-00733,22.43,53.59,6.2,0.728,Thriller,Thriller|Drama|Horror,23,0.44
USR-00734,117.52,121.89,10.7,0.8,Animation,Animation,27,0.5
USR-00735,17.72,21.08,3.0,0.282,Action,Action,17,0.48
USR-00736,143.42,121.4,15.8,0.879,Documentary,Documentary,16,0.7
USR-00737,48.17,45.82,6.9,0.95,Action,Action|Sci-Fi|Reality,7,0.51
USR-00738,45.04,52.94,6.0,0.72,Action,Action|Sci-Fi|Thriller,4,0.75
USR-00739,36.5,52.58,7.6,0.366,Comedy,Comedy|Drama|Thriller,20,0.59
USR-00740,142.14,104.18,18.8,0.485,Drama,Drama,17,0.5
USR-00741,123.95,84.51,10.4,0.88,Reality,Reality,2,0.32
USR-00742,46.01,149.87,6.9,0.938,Comedy,Comedy|Action,25,0.26
USR-00743,114.98,88.19,12.1,0.975,Action,Action|Comedy|Horror,6,0.52
USR-00744,60.64,54.31,10.8,0.635,Sci-Fi,Sci-Fi|Romance|Action,12,0.32
USR-00745,44.51,53.14,6.5,0.766,Comedy,Comedy|Romance|Documentary,17,0.39
USR-00746,54.72,57.59,2.5,0.619,Sci-Fi,Sci-Fi|Horror|Romance,18,0.65
USR-00747,42.62,63.46,3.5,0.807,Action,Action|Documentary|Sci-Fi,11,0.57
USR-00748,7.52,15.06,3.0,0.247,Animation,Animation,1,0.28
USR-00749,12.23,17.39,3.5,0.529,Documentary,Documentary,24,0.4
USR-00750,75.33,52.69,8.1,0.121,Horror,Horror|Comedy,4,0.49
USR-00751,16.75,61.96,8.4,0.615,Comedy,Comedy|Animation|Drama,9,0.64
USR-00752,116.34,85.78,12.8,0.761,Comedy,Comedy|Documentary,20,0.37
USR-00753,56.04,17.63,2.4,0.547,Drama,Drama|Romance,17,0.65
USR-00754,3.29,23.87,0.5,0.357,Comedy,Comedy|Action,10,0.6
USR-00755,74.96,56.1,12.4,0.784,Action,Action|Documentary,20,0.45
USR-00756,25.18,32.32,6.2,0.813,Sci-Fi,Sci-Fi|Reality,13,0.54
USR-00757,71.01,144.26,3.6,0.661,Action,Action|Comedy,12,0.68
USR-00758,112.43,55.58,13.6,0.595,Reality,Reality,6,0.28
USR-00759,50.23,40.27,4.9,0.737,Horror,Horror|Drama|Documentary,16,0.72
USR-00760,10.41,25.15,2.6,0.185,Thriller,Thriller|Reality,24,0.59
USR-00761,140.39,80.24,14.5,0.956,Animation,Animation|Comedy|Thriller,0,0.77
USR-00762,134.2,58.74,10.3,0.934,Drama,Drama|Thriller,9,0.21
USR-00763,138.24,129.23,11.6,0.878,Documentary,Documentary,7,0.64
USR-00764,78.06,106.55,3.9,0.973,Action,Action|Thriller,6,0.21
USR-00765,133.3,98.66,9.1,0.783,Action,Action|Thriller|Animation,14,0.67
USR-00766,146.13,105.17,10.9,0.865,Horror,Horror|Reality|Animation,26,0.29
USR-00767,118.63,105.73,11.4,0.839,Reality,Reality|Romance|Sci-Fi,19,0.72
USR-00768,108.49,113.38,10.6,0.712,Documentary,Documentary|Comedy,3,0.27
USR-00769,6.09,2.37,2.0,0.153,Action,Action|Animation,19,0.66
USR-00770,109.8,110.74,15.8,0.987,Thriller,Thriller,22,0.45
USR-00771,44.69,29.41,3.4,0.746,Romance,Romance|Action,24,0.63
USR-00772,55.86,65.6,6.9,0.302,Thriller,Thriller|Sci-Fi,27,0.4
USR-00773,9.09,21.76,2.9,0.056,Comedy,Comedy|Reality,10,0.39
USR-00774,143.09,107.32,11.4,0.915,Horror,Horror|Thriller|Animation,5,0.73
USR-00775,88.36,149.74,3.5,0.989,Action,Action|Drama,25,0.45
USR-00776,11.6,26.0,2.6,0.755,Comedy,Comedy,10,0.31
USR-00777,122.81,115.05,16.6,0.88,Reality,Reality|Thriller|Romance,9,0.73
USR-00778,9.05,8.19,2.0,0.518,Animation,Animation,1,0.6
USR-00779,86.87,125.98,1.8,0.94,Sci-Fi,Sci-Fi|Drama,18,0.5
USR-00780,80.37,56.24,6.3,0.454,Comedy,Comedy|Documentary|Drama,5,0.68
USR-00781,82.63,133.06,2.2,0.973,Sci-Fi,Sci-Fi|Drama,13,0.73
USR-00782,48.11,37.45,7.6,0.695,Animation,Animation|Action|Documentary,21,0.66
USR-00783,1.4,22.95,0.5,0.326,Thriller,Thriller|Reality,13,0.5
USR-00784,62.6,128.55,4.8,0.784,Drama,Drama|Action,26,0.69
USR-00785,39.5,32.97,7.6,0.518,Reality,Reality|Thriller|Action|Animation,0,0.27
USR-00786,4.28,1.55,2.4,0.121,Romance,Romance,14,0.21
USR-00787,38.37,46.62,4.8,0.588,Sci-Fi,Sci-Fi|Romance|Animation,17,0.54
USR-00788,11.07,30.34,3.3,0.23,Drama,Drama|Romance,29,0.33
USR-00789,5.19,15.29,1.8,0.275,Comedy,Comedy|Thriller,28,0.48
USR-00790,56.87,85.89,10.6,0.89,Reality,Reality|Sci-Fi|Thriller,18,0.46
USR-00791,26.99,43.82,6.0,0.655,Drama,Drama|Horror|Reality|Comedy,12,0.38
USR-00792,44.18,31.57,3.7,0.954,Reality,Reality|Action,15,0.74
USR-00793,115.1,65.44,7.1,0.775,Romance,Romance|Reality,29,0.6
USR-00794,124.84,129.47,12.0,0.807,Comedy,Comedy|Reality|Horror,0,0.7
USR-00795,46.19,57.2,8.0,0.637,Drama,Drama|Thriller|Action|Horror,7,0.58
USR-00796,118.46,113.36,5.0,0.945,Thriller,Thriller|Animation,23,0.41
USR-00797,137.23,97.62,11.5,0.944,Animation,Animation|Romance|Documentary,17,0.25
USR-00798,8.65,25.31,2.4,0.214,Drama,Drama,20,0.59
USR-00799,16.86,37.83,1.3,0.265,Drama,Drama,3,0.51
USR-00800,16.42,24.94,1.7,0.154,Horror,Horror,2,0.77
USR-00801,39.24,27.98,4.4,0.44,Action,Action|Drama|Thriller,15,0.75
USR-00802,71.41,107.64,4.5,0.895,Comedy,Comedy|Action,24,0.71
USR-00803,63.78,46.14,7.3,0.723,Documentary,Documentary|Comedy|Horror|Reality,15,0.45
USR-00804,114.92,106.62,13.6,0.79,Comedy,Comedy|Horror,12,0.51
USR-00805,78.73,106.94,10.6,0.9,Action,Action|Drama,14,0.46
USR-00806,6.04,1.71,0.5,0.202,Horror,Horror|Thriller,26,0.67
USR-00807,150.83,122.46,6.3,0.752,Animation,Animation|Reality|Drama,15,0.43
USR-00808,51.0,33.74,3.3,0.475,Reality,Reality|Sci-Fi|Documentary,20,0.34
USR-00809,68.82,208.63,5.9,0.753,Thriller,Thriller|Action,19,0.24
USR-00810,147.32,86.05,13.7,0.843,Animation,Animation|Documentary,5,0.5
USR-00811,88.05,84.6,7.7,0.623,Romance,Romance,10,0.36
USR-00812,69.29,154.01,4.7,0.952,Sci-Fi,Sci-Fi|Comedy,23,0.33
USR-00813,71.93,53.95,4.7,0.683,Romance,Romance|Action|Comedy|Sci-Fi,3,0.65
USR-00814,150.62,76.58,6.5,0.859,Reality,Reality|Documentary,24,0.72
USR-00815,45.49,111.37,3.2,0.994,Comedy,Comedy|Drama,18,0.73
USR-00816,63.68,158.11,3.8,0.93,Action,Action|Comedy,29,0.53
USR-00817,51.88,37.4,8.1,0.642,Action,Action|Sci-Fi|Comedy|Romance,11,0.3
USR-00818,11.54,15.37,1.7,0.167,Sci-Fi,Sci-Fi|Documentary,1,0.63
USR-00819,70.93,46.71,8.3,0.709,Reality,Reality|Horror|Animation,15,0.66
USR-00820,114.8,132.23,6.5,0.904,Documentary,Documentary|Romance|Horror,19,0.48
USR-00821,64.03,57.25,4.9,0.79,Animation,Animation|Documentary|Drama|Action,15,0.68
USR-00822,65.24,50.56,3.9,0.754,Drama,Drama|Romance|Horror,22,0.49
USR-00823,18.62,1.0,2.1,0.497,Drama,Drama|Action,8,0.51
USR-00824,12.58,17.85,1.0,0.551,Action,Action|Drama,7,0.56
USR-00825,136.36,95.51,14.4,0.683,Thriller,Thriller|Sci-Fi,21,0.62
USR-00826,34.26,57.22,1.3,0.349,Drama,Drama|Animation,5,0.46
USR-00827,108.79,92.83,7.6,0.727,Drama,Drama|Action,5,0.4
USR-00828,110.69,189.49,4.7,0.645,Comedy,Comedy|Sci-Fi,3,0.68
USR-00829,64.31,53.65,4.6,0.565,Sci-Fi,Sci-Fi|Comedy,18,0.63
USR-00830,11.11,16.37,1.9,0.267,Horror,Horror,25,0.32
USR-00831,65.1,40.17,7.0,0.815,Animation,Animation|Drama,24,0.36
USR-00832,61.29,59.01,3.1,0.791,Horror,Horror|Animation,21,0.74
USR-00833,2.71,17.68,5.1,0.375,Animation,Animation|Romance,13,0.61
USR-00834,16.27,11.52,2.2,0.277,Reality,Reality|Thriller,29,0.24
USR-00835,39.38,41.08,7.7,0.537,Animation,Animation|Romance,27,0.78
USR-00836,14.78,1.0,1.4,0.311,Thriller,Thriller,23,0.31
USR-00837,54.46,171.15,3.8,0.826,Drama,Drama|Thriller,3,0.43
USR-00838,74.79,45.1,7.4,0.795,Thriller,Thriller|Animation|Comedy,28,0.69
USR-00839,55.77,67.76,5.9,0.714,Action,Action|Reality|Romance|Animation,10,0.33
USR-00840,103.89,47.28,10.0,0.829,Sci-Fi,Sci-Fi|Romance|Documentary,16,0.73
USR-00841,12.62,24.59,1.1,0.223,Action,Action|Documentary,26,0.29
USR-00842,43.17,28.14,3.7,0.336,Documentary,Documentary|Reality,5,0.71
USR-00843,25.32,27.04,5.5,0.523,Horror,Horror|Romance|Drama|Animation,12,0.59
USR-00844,63.87,88.74,8.3,0.83,Drama,Drama|Romance|Documentary,12,0.28
USR-00845,87.22,110.11,4.6,0.967,Comedy,Comedy|Thriller,0,0.7
USR-00846,55.33,67.43,5.9,0.721,Animation,Animation|Thriller,13,0.53
USR-00847,17.16,3.7,3.0,0.007,Horror,Horror,26,0.47
USR-00848,68.51,91.44,12.2,0.92,Drama,Drama|Comedy|Documentary,19,0.25
USR-00849,68.74,135.79,2.7,0.944,Thriller,Thriller|Drama,26,0.45
USR-00850,115.68,133.17,18.4,0.889,Horror,Horror|Action,15,0.34
USR-00851,119.69,104.12,13.6,0.858,Horror,Horror|Sci-Fi,20,0.34
USR-00852,75.33,134.76,4.8,0.987,Sci-Fi,Sci-Fi|Comedy,21,0.26
USR-00853,65.6,116.14,2.5,0.977,Sci-Fi,Sci-Fi|Thriller,1,0.43
USR-00854,112.18,64.0,14.1,0.8,Action,Action|Sci-Fi,20,0.74
USR-00855,34.75,62.84,10.1,0.934,Action,Action|Reality,28,0.37
USR-00856,14.19,1.43,1.6,0.161,Action,Action,5,0.4
USR-00857,94.29,122.45,3.7,0.932,Action,Action|Comedy,3,0.61
USR-00858,43.45,47.11,10.4,0.722,Documentary,Documentary|Horror,9,0.31
USR-00859,32.99,45.0,7.4,0.527,Horror,Horror|Drama,23,0.24
USR-00860,18.73,25.68,3.1,0.065,Reality,Reality,25,0.34
USR-00861,8.36,10.14,3.8,0.406,Sci-Fi,Sci-Fi|Comedy,10,0.44
USR-00862,13.67,12.18,0.5,0.308,Drama,Drama,7,0.64
USR-00863,79.11,41.5,6.7,0.449,Romance,Romance|Animation,3,0.57
USR-00864,112.91,113.48,15.4,0.777,Sci-Fi,Sci-Fi|Animation,15,0.59
USR-00865,52.72,198.79,5.6,0.956,Drama,Drama|Sci-Fi,13,0.24
USR-00866,32.89,180.9,5.5,0.984,Comedy,Comedy|Action,21,0.28
USR-00867,13.11,18.65,1.8,0.067,Sci-Fi,Sci-Fi|Comedy,15,0.48
USR-00868,139.28,125.19,7.4,0.787,Sci-Fi,Sci-Fi,1,0.54
USR-00869,122.53,77.36,12.8,0.926,Comedy,Comedy,1,0.31
USR-00870,11.57,24.18,3.0,0.081,Comedy,Comedy|Drama,25,0.26
USR-00871,153.4,90.53,9.4,0.926,Reality,Reality,13,0.34
USR-00872,109.57,122.36,4.6,0.775,Thriller,Thriller|Sci-Fi,26,0.64
USR-00873,43.2,45.04,3.9,0.636,Reality,Reality|Comedy|Animation,5,0.44
USR-00874,2.99,14.38,2.2,0.271,Drama,Drama,20,0.35
USR-00875,88.6,117.74,3.9,0.965,Thriller,Thriller|Action,1,0.7
USR-00876,76.55,61.0,6.7,0.39,Documentary,Documentary|Comedy,15,0.33
USR-00877,61.3,51.98,7.5,0.547,Documentary,Documentary|Drama|Action,29,0.23
USR-00878,7.95,16.27,1.9,0.063,Comedy,Comedy,23,0.7
USR-00879,58.72,42.77,4.8,0.526,Sci-Fi,Sci-Fi|Romance,24,0.3
USR-00880,58.2,44.52,4.3,0.495,Action,Action|Documentary,9,0.32
USR-00881,12.17,16.93,1.3,0.362,Sci-Fi,Sci-Fi|Comedy,10,0.47
USR-00882,49.27,137.46,2.7,0.927,Action,Action|Drama,29,0.67
USR-00883,39.48,42.65,6.9,0.853,Action,Action|Sci-Fi,1,0.25
USR-00884,152.22,79.83,13.2,0.881,Reality,Reality,21,0.26
USR-00885,43.07,92.98,4.2,0.77,Reality,Reality|Drama|Sci-Fi|Romance,4,0.51
USR-00886,57.31,22.75,4.5,0.455,Action,Action|Romance|Sci-Fi|Comedy,0,0.67
USR-00887,117.18,101.03,10.3,0.997,Thriller,Thriller|Romance,24,0.23
USR-00888,103.18,89.03,10.2,0.849,Action,Action,22,0.46
USR-00889,4.95,8.46,2.1,0.243,Action,Action,11,0.29
USR-00890,77.78,40.48,3.9,0.236,Romance,Romance|Comedy,15,0.77
USR-00891,54.25,91.0,6.2,0.998,Action,Action|Thriller,20,0.42
USR-00892,123.15,44.58,11.1,0.864,Horror,Horror|Animation|Sci-Fi,9,0.2
USR-00893,111.15,80.78,5.5,0.847,Sci-Fi,Sci-Fi|Reality,12,0.34
USR-00894,15.65,23.3,2.4,0.059,Action,Action|Comedy,27,0.56
USR-00895,77.33,174.83,2.3,0.775,Drama,Drama|Thriller,19,0.68
USR-00896,34.84,36.55,5.8,0.671,Thriller,Thriller|Sci-Fi|Reality|Comedy,4,0.72
USR-00897,114.75,67.65,15.1,0.966,Sci-Fi,Sci-Fi|Comedy|Animation,3,0.31
USR-00898,112.69,74.15,7.9,0.733,Drama,Drama|Reality,9,0.74
USR-00899,39.45,36.62,3.8,0.663,Documentary,Documentary|Animation|Comedy|Horror,4,0.67
USR-00900,80.63,17.99,3.5,0.631,Animation,Animation|Sci-Fi|Thriller|Comedy,14,0.63
USR-00901,20.91,58.35,6.1,0.755,Action,Action|Documentary|Thriller,11,0.25
USR-00902,123.0,97.41,13.0,0.688,Animation,Animation,8,0.34
USR-00903,30.74,61.21,3.7,0.765,Romance,Romance|Thriller|Drama|Comedy,0,0.34
USR-00904,75.32,115.59,3.9,0.833,Comedy,Comedy|Drama,11,0.25
USR-00905,8.2,1.0,1.4,0.266,Thriller,Thriller|Animation,12,0.52
USR-00906,24.38,30.86,8.3,0.608,Animation,Animation|Reality|Horror,1,0.43
USR-00907,133.88,80.19,9.2,0.701,Drama,Drama,19,0.48
USR-00908,51.93,43.85,2.7,0.493,Comedy,Comedy|Horror|Sci-Fi|Action,3,0.7
USR-00909,32.44,46.8,9.2,0.498,Sci-Fi,Sci-Fi|Comedy|Thriller|Drama,21,0.52
USR-00910,13.48,1.6,2.3,0.206,Thriller,Thriller|Drama,17,0.48
USR-00911,89.44,81.23,3.0,0.846,Action,Action|Sci-Fi,24,0.63
USR-00912,68.62,212.34,3.1,0.944,Comedy,Comedy|Drama,22,0.47
USR-00913,91.59,122.42,2.8,0.836,Comedy,Comedy|Action,6,0.75
USR-00914,57.68,112.82,2.0,0.859,Thriller,Thriller|Sci-Fi,12,0.45
USR-00915,90.19,142.88,4.4,0.896,Action,Action|Drama,21,0.54
USR-00916,96.25,98.93,7.9,0.601,Sci-Fi,Sci-Fi|Animation,2,0.29
USR-00917,104.89,106.26,15.1,0.616,Documentary,Documentary,13,0.59
USR-00918,32.69,50.67,5.9,0.845,Reality,Reality|Action|Sci-Fi,20,0.58
USR-00919,43.51,45.88,4.2,0.529,Sci-Fi,Sci-Fi|Romance|Action|Drama,10,0.4
USR-00920,131.3,80.27,12.3,0.684,Comedy,Comedy|Romance,18,0.51
USR-00921,4.53,11.7,3.5,0.395,Romance,Romance|Comedy,6,0.23
USR-00922,6.29,27.32,3.5,0.197,Animation,Animation,14,0.31
USR-00923,38.24,45.28,4.8,0.777,Horror,Horror|Thriller|Action|Animation,18,0.71
USR-00924,118.74,99.0,9.0,0.898,Action,Action|Animation|Comedy,7,0.42
USR-00925,51.58,20.26,9.5,0.902,Reality,Reality|Animation|Horror,26,0.42
USR-00926,151.11,100.5,9.5,0.952,Reality,Reality|Romance|Sci-Fi,15,0.43
USR-00927,57.49,129.88,3.4,0.572,Drama,Drama|Comedy,28,0.39
USR-00928,40.55,72.84,4.0,0.537,Animation,Animation|Sci-Fi|Horror,20,0.41
USR-00929,10.41,19.08,0.7,0.582,Reality,Reality,8,0.63
USR-00930,17.0,34.94,5.3,0.303,Comedy,Comedy|Thriller,22,0.68
USR-00931,51.37,74.04,4.4,0.185,Animation,Animation|Romance|Drama|Thriller,22,0.63
USR-00932,38.83,35.59,4.5,0.636,Animation,Animation|Reality,14,0.63
USR-00933,6.35,16.05,4.1,0.086,Animation,Animation,12,0.51
USR-00934,8.83,28.15,3.8,0.23,Horror,Horror,12,0.49
USR-00935,126.2,89.1,8.2,0.885,Animation,Animation,15,0.4
USR-00936,91.44,193.45,4.6,0.96,Action,Action|Sci-Fi,14,0.35
USR-00937,126.61,85.03,10.2,0.828,Drama,Drama,15,0.76
USR-00938,91.29,138.99,3.9,0.974,Action,Action|Drama,16,0.44
USR-00939,177.38,51.67,12.8,0.831,Sci-Fi,Sci-Fi,7,0.34
USR-00940,40.27,43.65,3.3,0.792,Action,Action|Sci-Fi|Thriller,1,0.55
USR-00941,18.58,22.49,3.6,0.348,Reality,Reality|Romance,14,0.41
USR-00942,125.79,67.72,12.0,0.915,Sci-Fi,Sci-Fi|Comedy,21,0.55
USR-00943,61.46,59.55,4.4,0.674,Thriller,Thriller|Documentary|Reality|Animation,15,0.28
USR-00944,60.83,35.83,4.8,0.458,Drama,Drama|Action|Sci-Fi,6,0.68
USR-00945,126.77,80.77,13.0,0.611,Documentary,Documentary|Reality|Drama,1,0.53
USR-00946,3.37,27.77,3.3,0.223,Thriller,Thriller,0,0.73
USR-00947,84.96,150.28,4.2,0.962,Thriller,Thriller|Comedy,18,0.44
USR-00948,136.58,155.82,3.9,0.932,Thriller,Thriller|Drama,29,0.45
USR-00949,23.64,65.15,5.4,0.565,Romance,Romance|Drama|Sci-Fi,22,0.3
USR-00950,43.49,40.06,5.8,0.664,Documentary,Documentary|Comedy|Drama,13,0.69
USR-00951,148.41,81.41,8.7,0.83,Horror,Horror|Action|Comedy,15,0.49
USR-00952,120.26,109.72,12.4,0.964,Documentary,Documentary|Action|Thriller,21,0.32
USR-00953,111.22,94.94,11.1,0.651,Comedy,Comedy|Horror|Action,3,0.79
USR-00954,73.57,151.24,3.8,0.978,Action,Action|Comedy,29,0.37
USR-00955,63.14,152.18,6.1,0.873,Drama,Drama|Thriller,13,0.73
USR-00956,7.49,20.7,3.1,0.145,Drama,Drama|Thriller,14,0.29
USR-00957,18.07,41.39,5.5,0.795,Documentary,Documentary|Drama,7,0.52
USR-00958,43.72,33.24,6.0,0.605,Action,Action|Thriller,14,0.29
USR-00959,40.81,38.66,4.1,0.774,Thriller,Thriller|Sci-Fi,29,0.61
USR-00960,58.1,47.95,9.1,0.478,Romance,Romance|Comedy|Thriller|Horror,21,0.3
USR-00961,32.76,53.0,6.8,0.826,Comedy,Comedy|Sci-Fi|Documentary|Thriller,24,0.72
USR-00962,159.16,83.0,9.6,0.767,Animation,Animation|Action|Romance,12,0.62
USR-00963,121.69,73.66,11.6,0.974,Romance,Romance|Animation|Thriller,15,0.3
USR-00964,74.78,159.17,2.7,0.983,Thriller,Thriller|Drama,13,0.77
USR-00965,38.67,49.24,5.7,0.873,Comedy,Comedy|Drama|Documentary,4,0.76
USR-00966,50.95,178.96,3.4,0.867,Thriller,Thriller|Comedy,14,0.22
USR-00967,85.9,87.49,13.1,0.861,Thriller,Thriller|Reality|Drama,25,0.59
USR-00968,57.91,39.74,11.6,0.361,Sci-Fi,Sci-Fi|Thriller|Action|Romance,11,0.26
USR-00969,58.99,95.13,10.3,0.811,Comedy,Comedy|Documentary,19,0.61
USR-00970,59.84,47.26,3.4,0.435,Romance,Romance|Action|Sci-Fi|Reality,16,0.29
USR-00971,111.99,101.04,8.6,0.94,Thriller,Thriller|Comedy,12,0.76
USR-00972,184.32,76.3,5.5,0.68,Animation,Animation|Comedy,10,0.33
